speaker, data, score
MR. MCTEER,20040504,0.5
MR. GUYNN,20040504,0.5
MR. SANTOMERO,20040504,0.5
MR. HOENIG,20040504,0.5
MR. KOHN,20040504,-0.5
MR. STERN,20040504,0.5
MR. MOORE,20040504,0
MS. PIANALTO,20040504,0.5
MR. BERNANKE,20040504,-0.5
MR. GRAMLICH,20040504,0.5
MR. OLSON,20040504,0
MR. FERGUSON,20040504,0.5
MS. BIES,20040504,-0.5
MR. BERNARD,20040504,0
CHAIRMAN GREENSPAN,20040630,0
MR. MATTINGLY,20040630,0
MS. MINEHAN,20040630,0.5
MR. FERGUSON,20040630,-0.5
MS. JOHNSON,20040630,0
MR. GAGNON,20040630,0
MS. GOLDBERG,20040630,0
I? CHAIRMAN GREENSPAN,20040630,0
MR. KOS,20040630,0
U.S. GDP,20040630,0
GDP? MS. JOHNSON,20040630,0
GDP. MS. MINEHAN,20040630,0
MR. GRAMLICH,20040630,-0.5
MR. SANTOMERO,20040630,0.5
MR. HOENIG,20040630,0.5
MR. STOCKTON,20040630,-0.5
MR. MOSKOW,20040630,0.5
MR. BERNANKE,20040630,-0.5
MR. OLSON,20040630,0
VICE CHAIRMAN GEITHNER,20040630,0.5
MR. KOHN,20040630,-0.5
MS. BIES,20040630,0.5
MR. LACKER,20040630,-0.5
MR. REINHART,20040630,0.5
VICE CHAIRMAN GEITHER,20040630,0
SPEAKER(?),20040630,0
MR. OLINER,20040630,0
MR. WILCOX,20040630,0
MR. SHEETS,20040630,0
GNP? MR. OLINER,20040630,0
GDP. CHAIRMAN GREENSPAN,20040630,0
CPI. MS. MINEHAN,20040630,0
MS. PIANALTO,20040630,0.5
MR. STERN,20040630,0.5
MS. YELLEN,20040630,0
MR. MCTEER,20040630,0.5
MR. POOLE,20040630,0.5
MR. GUYNN,20040630,0.5
MR. BERNARD,20040630,0
CHAIRMAN GREENSPAN,20040810,0
MS. MINEHAN,20040810,0.5
MR. FERGUSON,20040810,-0.5
SPEAKER(?),20040810,0
MR. KOS,20040810,0
MR. REINHART,20040810,0
CPI. CHAIRMAN GREENSPAN,20040810,0
VICE CHAIRMAN GEITHNER,20040810,0
MR. KOHN,20040810,-0.5
MR. BERNANKE,20040810,-0.5
MR. WILCOX,20040810,-0.5
MS. JOHNSON,20040810,0
MR. MOSKOW,20040810,-0.5
MR. POOLE,20040810,-0.5
MS. PIANALTO,20040810,0.5
MR. SANTOMERO,20040810,0.5
MR. GUYNN,20040810,0.5
MR. HOENIG,20040810,-0.5
MR. STERN,20040810,0.5
MS. YELLEN,20040810,-0.5
MR. GRAMLICH,20040810,0.5
MR. MCTEER,20040810,0.5
MR. OLSON,20040810,0
MS. BIES,20040810,-0.5
MR. LACKER,20040810,0.5
MR. MADIGAN,20040810,0
B. CHAIRMAN GREENSPAN,20040810,0
MR. BERNARD,20040810,0
CHAIRMAN GREENSPAN,20040921,0.5
MS. MINEHAN,20040921,-0.5
MR. KOS,20040921,0
MR. REINHART,20040921,-0.5
MR. KOS,20040921,0
VICE CHAIRMAN GEITHNER,20040921,-0.5
MS. PERELMUTER,20040921,0
MR. LACKER,20040921,-0.5
MR. KOHN,20040921,-0.5
MS. BIES,20040921,-0.5
MR KOHN,20040921,0
MR. FERGUSON,20040921,-0.5
MR. SANTOMERO,20040921,0.5
MR. POOLE,20040921,0
MR. STOCKTON,20040921,0
MS. JOHNSON,20040921,0
MS. YELLEN,20040921,-0.5
MR. MOSKOW,20040921,-0.5
MR. BERNANKE,20040921,-0.5
MR. GRAMLICH,20040921,-0.5
MR. HOENIG,20040921,-0.5
MR. MCTEER,20040921,-0.5
MS. PIANALTO,20040921,0
MR. STERN,20040921,0
MR. GUYNN,20040921,0.5
MR. OLSON,20040921,0
MS. MINEHAN,20040921,0
MR. BERNARD,20040921,0
CHAIRMAN GREENSPAN,20041110,0
MS. HOLCOMB,20041110,-0.5
MS. DANKER,20041110,0
MS. MINEHAN,20041110,-0.5
MR. FERGUSON,20041110,-0.5
MR. KOS,20041110,0
MR. REINHART,20041110,-0.5
MR. KOHN,20041110,-0.5
VICE CHAIRMAN GEITHNER,20041110,0.5
MS. JOHNSON,20041110,0
MR. POOLE,20041110,0.5
SPEAKER(?),20041110,0
MR. STOCKTON,20041110,0
MR. MOSKOW,20041110,-0.5
GM. MR. MOSKOW,20041110,0
MR. SANTOMERO,20041110,0.5
MS. YELLEN,20041110,-0.5
MR. LACKER,20041110,0.5
MR. HOENIG,20041110,0.5
MR. GUYNN,20041110,0.5
MS. PIANALTO,20041110,-0.5
MR. STERN,20041110,0
MR. BERNANKE,20041110,-0.5
MS. BIES,20041110,0
MR. GRAMLICH,20041110,0.5
MR. OLSON,20041110,0.5
CHAIRMAN GREENSPAN,20041214,0
SPEAKER(?),20041214,0
MR. KOS,20041214,0
MR. MADIGAN,20041214,0.5
MR. ELSASSER,20041214,0
MS. MINEHAN,20041214,0.5
MR. STOCKTON,20041214,-0.5
MS. JOHNSON,20041214,0
MR. MOSKOW,20041214,-0.5
MR. POOLE,20041214,0.5
MS. YELLEN,20041214,-0.5
MR. SANTOMERO,20041214,0.5
MR. GUYNN,20041214,0.5
MS. PIANALTO,20041214,0.5
MR. HOENIG,20041214,0.5
MR. LACKER,20041214,0.5
MR. STERN,20041214,0
MS. HOLCOMB,20041214,0.5
VICE CHAIRMAN GEITHNER,20041214,0.5
MR. KOHN,20041214,-0.5
MR. FERGUSON,20041214,0.5
MR. BERNANKE,20041214,0.5
MR. GRAMLICH,20041214,-0.5
MR. OLSON,20041214,0
C. CHAIRMAN GREENSPAN,20041214,0
MS. DANKER,20041214,0
MR. REINHART,20041214,0
MR. MOSCOW,20041214,0
SEVERAL,20041214,0
CHAIRMAN GREENSPAN,20050202,0
MR. FERGUSON,20050202,0
MR. GRAMLICH,20050202,-0.5
SEVERAL,20050202,0
MS. DANKER,20050202,0
MR. KOS,20050202,0
SPEAKER(?),20050202,0
MR. MOSKOW,20050202,0.5
MR. WILCOX,20050202,0
MR. ELMENDORF,20050202,0
MR. REINHART,20050202,0
MR. BERNANKE,20050202,-0.5
MS. BIES,20050202,-0.5
MR. HOENIG,20050202,0.5
MR. POOLE,20050202,0
MR. STERN,20050202,0
MR. SANTOMERO,20050202,0.5
MS. MINEHAN,20050202,-0.5
MR. LACKER,20050202,0
MS. YELLEN,20050202,-0.5
MR. KOHN,20050202,-0.5
MS. PIANALTO,20050202,0.5
MR. GUYNN,20050202,0
MR. OLSON,20050202,0
VICE CHAIRMAN GEITHNER,20050202,0
MR. SLIFMAN,20050202,0
MR. STRUCKMEYER,20050202,0
MS. JOHNSON,20050202,0
MS. HOLCOMB,20050202,0.5
U.S. GDP,20050202,0
V ICE CHAIRMAN GEITHNER,20050202,0
CHAIRMAN GREENSPAN,20050322,0
MR. KOS,20050322,0.5
CRB. CHAIRMAN GREENSPAN,20050322,0
MR. BERNANKE,20050322,0.5
MR. STOCKTON,20050322,0
MS. MINEHAN,20050322,0.5
VICE CHAIRMAN GEITHNER,20050322,0.5
MS. JOHNSON,20050322,0
MR. OLINER,20050322,0
MR. GRAMLICH,20050322,0.5
MR. POOLE,20050322,0.5
MR. LACKER,20050322,0
MR. STERN,20050322,0.5
MR. MOSKOW,20050322,0.5
MR. HOENIG,20050322,0.5
MR. GUYNN,20050322,0.5
MR. SANTOMERO,20050322,0.5
MS. PIANALTO,20050322,0.5
MS. YELLEN,20050322,0.5
MS. HOLCOMB,20050322,0.5
MR. FERGUSON,20050322,0.5
MR. KOHN,20050322,0.5
MS. BIES,20050322,0.5
MR. OLSON,20050322,0.5
MR. REINHART,20050322,0.5
GDP. MS. MINEHAN,20050322,0
SPEAKER(?),20050322,0
SPEAKER (?),20050322,0
MS. SMITH,20050322,0
CHAIRMAN GREENSPAN,20050503,0.5
MR. FISHER,20050503,0
MR. KOS,20050503,0
MR. OLINER,20050503,0
SPEAKER(?),20050503,0
MR. MOSKOW,20050503,0.5
MR. STOCKTON,20050503,-0.5
MS. JOHNSON,20050503,0
MS. YELLEN,20050503,-0.5
VICE CHAIRMAN GEITHNER,20050503,0.5
MR. SANTOMERO,20050503,0.5
MR. LACKER,20050503,0.5
MS. MINEHAN,20050503,-0.5
MR. GUYNN,20050503,0.5
MR. STERN,20050503,-0.5
MS. PIANALTO,20050503,-0.5
MR. HOENIG,20050503,0.5
MR. POOLE,20050503,0.5
MR. KOHN,20050503,-0.5
MR. GRAMLICH,20050503,-0.5
MR. OLSON,20050503,0
MS. BIES,20050503,0.5
MR. FERGUSON,20050503,-0.5
MR. REINHART,20050503,0.5
MS. DANKER,20050503,0.5
CHAIRMAN GREENSPAN,20050630,0
MR. GRAMLICH,20050630,0.5
MR. FERGUSON,20050630,0.5
MR. STOCKTON,20050630,0
MR. GALLIN,20050630,0
MR. LEHNERT,20050630,0
MR. PEACH,20050630,0
MR. RUDEBUSCH,20050630,0
MR. WILLIAMS,20050630,0
MR. MOSKOW,20050630,0.5
MR. POOLE,20050630,0
MS. YELLEN,20050630,-0.5
CHAI RMAN GREENSPAN,20050630,0
MR. GALLI N,20050630,0
MR. OLSON,20050630,0
MR. FISHER,20050630,-0.5
VICE CHAIRMAN GEITHNER,20050630,0.5
MR. REINHART,20050630,0.5
MR. LACKER,20050630,0.5
MS. BIES,20050630,-0.5
MS. JOHNSON,20050630,0
MS. MINEHAN,20050630,0.5
MR. KOHN,20050630,-0.5
MR. STERN,20050630,0.5
U.K. MS. JOHNSON,20050630,0
SPEAKER(?),20050630,0
MR. KOS,20050630,0
MR. OLINER,20050630,0
MR. WILCOX,20050630,0
MR. LEAHY,20050630,0
MR. HOENIG,20050630,0.5
GDP. CHAIRMAN GREENSPAN,20050630,0
MR WILCOX,20050630,0
MS. B IES,20050630,0
MR. SANTOMERO,20050630,0.5
MR. GUYNN,20050630,0.5
MS. PIANALTO,20050630,0.5
SEVERAL,20050630,0
MS. DANKER,20050630,0.5
CHAIRMAN GREENSPAN,20050809,0.5
MR. KOS,20050809,0
MS. MOSSER,20050809,0
MS. BIES,20050809,0.5
X? MS. MOSSER,20050809,0
MS. MINEHAN,20050809,0.5
MR. MADIGAN,20050809,0.5
VICE CHAIRMAN GEITHNER,20050809,0
MR. WILCOX,20050809,0
MS. JOHNSON,20050809,0
PCE? MR. WILCOX,20050809,0
CPI. MR. STRUCKMEYER,20050809,0
CPI. CHAIRMAN GREENSPAN,20050809,0
MR. FISHER,20050809,0.5
MR. SANTOMERO,20050809,0.5
MR. MOSKOW,20050809,0.5
MR. LACKER,20050809,0.5
PCE. MR. WILCOX,20050809,0
MR. GEITHNER,20050809,0.5
X. MR. WILCOX,20050809,0
X. MR. LACKER,20050809,0
MS. YELLEN,20050809,0.5
MR. POOLE,20050809,0
MR. HOENIG,20050809,0.5
B. CHAIRMAN GREENSPAN,20050809,0
MR. STERN,20050809,0
MR. GUYNN,20050809,0.5
MS. PIANALTO,20050809,-0.5
MR. OLSON,20050809,0
MR. KOHN,20050809,-0.5
MR. FERGUSON,20050809,0.5
MS. DANKER,20050809,0.5
CHAIRMAN GREENSPAN,20050920,0.5
MR. KOS,20050920,0
MR. REINHART,20050920,0.5
MS. MINEHAN,20050920,0.5
VICE CHAIRMAN GEITHNER,20050920,0.5
MS. JOHNSON,20050920,0
MR. STOCKTON,20050920,0
MR. LACKER,20050920,0.5
MR. MOSKOW,20050920,0.5
MR. FERGUSON,20050920,0.5
MR. FISHER,20050920,0.5
MR. SANTOMERO,20050920,0.5
MR. GUYNN,20050920,0.5
MS. YELLEN,20050920,-0.5
MR. STERN,20050920,0.5
MR. HOENIG,20050920,0.5
MR. POOLE,20050920,-0.5
MS. PIANALTO,20050920,0.5
MR. KOHN,20050920,0.5
MR. OLSON,20050920,-0.5
MS. BIES,20050920,0.5
MS. DANKER,20050920,0.5
CHAIRMAN GREENSPAN,20051101,0
MR. KOS,20051101,0.5
TIPS. MR. KOS,20051101,0
MR. REINHART,20051101,0.5
MS. JOHNSON,20051101,0
CHA IRMAN GREENSPAN,20051101,0
VICE CHAIRMAN GEITHNER,20051101,0.5
MR. LACKER,20051101,0.5
MR . STOCKTON,20051101,0
MR. STOCKTON,20051101,0
MR. MOSKOW,20051101,0.5
MR. POOLE,20051101,0.5
MR. FISHER,20051101,0.5
U.S. GDP,20051101,0
MR. KOHN,20051101,0.5
MS. YELLEN,20051101,0.5
MS. MINEHAN,20051101,-0.5
MR. GUYNN,20051101,0.5
MR. SANTOMERO,20051101,0.5
MR. HOENIG,20051101,0.5
MS. PIANALTO,20051101,0.5
MR. STERN,20051101,0.5
MR. OLSON,20051101,0.5
MS. BIES,20051101,0.5
MR. FERGUSON,20051101,-0.5
MS. DANKER,20051101,0
SEVERAL,20051101,0
CHAIRMAN GREENSPAN,20051213,0.5
MR. KOS,20051213,0
CHAIRM AN GREENSPAN,20051213,0
MS. JOHNSON,20051213,0
VICE CHAIRMAN GEITHNER,20051213,0.5
MR. POOLE,20051213,0.5
MR. MADIGAN,20051213,0.5
MR. STOCKTON,20051213,0
MR. SANTOMERO,20051213,0.5
MR. FISHER,20051213,0.5
MS. MINEHAN,20051213,0.5
MR. LACKER,20051213,0.5
MR. MOSKOW,20051213,0.5
MR. HOENIG,20051213,0.5
MR. GUYNN,20051213,0.5
MS. YELLEN,20051213,0.5
MS. PIANALTO,20051213,-0.5
MR. STERN,20051213,0
MR. KOHN,20051213,0.5
MR. FERGUSON,20051213,0.5
MR. OLSON,20051213,-0.5
MS. BIES,20051213,0.5
CHAI RMAN GREENSPAN,20051213,0
B. CHAIRMAN GREENSPAN,20051213,0
MS. DANKER,20051213,0.5
CHA IRMAN GREENSPAN,20051213,0
CHAIRMAN GREENSPAN,20060131,0
MR. FERGUSON,20060131,-0.5
MR. KOHN,20060131,0.5
PARTICIPANT,20060131,0
MS. DANKER,20060131,0
SEVERAL,20060131,0
MR. KOS,20060131,0
MR. LACKER,20060131,0.5
U .K,20060131,0
RPIX. CHAIRMAN GREENSPAN,20060131,0
MR. REINHART,20060131,0
MR. FISHER,20060131,0.5
MS. MINEHAN,20060131,-0.5
VICE CHAIRMAN GEITHNER,20060131,0.5
MR. STOCKTON,20060131,0
MR. STRUCKMEYER,20060131,0
MR. SHEETS,20060131,0
MR. SANTOMERO,20060131,-0.5
MR. MOSKOW,20060131,0.5
MS. YELLEN,20060131,-0.5
U.S,20060131,-0.5
MS. PIANALTO,20060131,-0.5
MR. GUYNN,20060131,0.5
MR. HOENIG,20060131,0.5
MR. POOLE,20060131,0.5
MR. STERN,20060131,0.5
MR. OLSON,20060131,0.5
MS. BIES,20060131,-0.5
CHAIRMAN BERNANKE,20060328,0.5
MR. STONE,20060328,0.5
MR. KOS,20060328,0
MR. KOHN,20060328,0.5
MR. REINHART,20060328,0.5
MR. LACKER,20060328,0.5
MR. FISHER,20060328,0.5
MS. MINEHAN,20060328,-0.5
SEVERAL,20060328,0
MR. STOCKTON,20060328,0
MS. JOHNSON,20060328,0
MR. POOLE,20060328,0.5
MS. YELLEN,20060328,0.5
MR. MOSKOW,20060328,0.5
MR. STERN,20060328,0.5
MR. HOENIG,20060328,-0.5
MR. GUYNN,20060328,0.5
MS. PIANALTO,20060328,-0.5
VICE CHAIRMAN GEITHNER,20060328,0.5
MS. BIES,20060328,0.5
PRESIDENT FISHER,20060328,0
MR. OLSON,20060328,0.5
MR. WARSH,20060328,0.5
MR. KROSZNER,20060328,-0.5
B. CHAIRMAN BERNANKE,20060328,0
MS. DANKER,20060328,0
CHAIRMAN BERNANKE,20060510,0.5
MR. KOS,20060510,0
U.S,20060510,0
MR. REINHART,20060510,0.5
MR. HILTON,20060510,0
MR. KOHN,20060510,0.5
MR. REINHART,20060510,0
VICE CHAIRMAN GEITHNER,20060510,0.5
MS. MINEHAN,20060510,0.5
MR. LACKER,20060510,0.5
MR. HOENIG,20060510,0.5
MR. FISHER,20060510,0.5
MR. LACKER,20060510,0
MS. BIES,20060510,0.5
MR. STOCKTON,20060510,0
MS. JOHNSON,20060510,0
MR. P OOLE,20060510,0
MR. WILCOX,20060510,0
MR. MOSKOW,20060510,0.5
MR. MOSKOW,20060510,-0.5
MR. STOCKTON,20060510,0
MS. YELLEN,20060510,0.5
MR. POOLE,20060510,0.5
MS. PIANALTO,20060510,-0.5
MR. STONE,20060510,0.5
MR. GUYNN,20060510,0.5
MR. STERN,20060510,0.5
CHA IRMAN BERNANKE,20060510,0
MR. OLSON,20060510,0
MR. WARSH,20060510,0.5
MR. KROSZNER,20060510,0.5
MR. K OHN,20060510,0
MR. O LSON,20060510,-0.5
MR. WARSH,20060510,0.5
CHAIR MAN BERNANKE,20060510,0.5
MR. FISHER,20060510,0
MS. DANKER,20060510,0.5
CHAIRMAN BERNANKE,20060629,0.5
SEVERAL,20060629,0
MR. KOS,20060629,0
MS. MINEHAN,20060629,0.5
VICE CHAIRMAN GEITHNER,20060629,0.5
MR. SLIFMAN,20060629,-0.5
MR. WILCOX,20060629,0
MR. KAMIN,20060629,0
MR. LACKER,20060629,0.5
MR. STOCKTON,20060629,0
MR. FISHER,20060629,0.5
MS. JOHNSON,20060629,0
MR. MOSKOW,20060629,0.5
MS. YELLEN,20060629,-0.5
PCE? MR. WILCOX,20060629,0
NAIRU? MR. WILCOX,20060629,0
MR. STERN,20060629,0.5
PCE. CHAIRMAN BERNANKE,20060629,0
MS. PIANALTO,20060629,0.5
MR. HOENIG,20060629,-0.5
MR. GUYNN,20060629,0.5
MR. STONE,20060629,0.5
MR. POOLE,20060629,-0.5
MR. KOHN,20060629,0.5
MS. BIES,20060629,0.5
MR. WARSH,20060629,0.5
MR. KROSZNER,20060629,-0.5
MR. REINHART,20060629,0.5
MR. MADIGAN,20060629,0
B. CHAIRMAN BERNANKE,20060629,0
MS. SMITH,20060629,0
MS. DANKER,20060629,0
CHAIRMAN BERNANKE,20060808,0.5
MR. PLOSSER,20060808,0.5
MR. KOS,20060808,0
MR. WILCOX,20060808,0
MS. JOHNSON,20060808,0
MR. POOLE,20060808,0.5
DAVID WILCOX,20060808,0
MR. MOSKOW,20060808,0.5
MS. YELLEN,20060808,-0.5
MS. PIANALTO,20060808,-0.5
MS. MINEHAN,20060808,0.5
) MS. MINEHAN,20060808,0
MR. FISHER,20060808,0.5
MR. GUYNN,20060808,-0.5
MR. LACKER,20060808,0.5
MR. STERN,20060808,0.5
MR. HOENIG,20060808,0.5
VICE CHAIRMAN GEITHNER,20060808,0.5
MR. KOHN,20060808,-0.5
MS. BIES,20060808,0.5
MR. WI LCOX,20060808,0
MR. WARSH,20060808,0.5
MR. KROSZNER,20060808,-0.5
MR. MADIGAN,20060808,-0.5
C. MR. MADIGAN,20060808,0
MS. SMITH,20060808,0.5
MS. DRIGGINS,20060808,0
CHAIRMAN BERNANKE,20060920,0.5
MR. MISHKIN,20060920,-0.5
VICE CHAIRMAN GEITHNER,20060920,0.5
MR. GUYNN,20060920,-0.5
MR. KOS,20060920,0
MR. POOLE,20060920,-0.5
MR. LACKER,20060920,0.5
MR. REINHART,20060920,0
MS. MOSSER,20060920,0
MS. BIES,20060920,-0.5
MR. KOHN,20060920,-0.5
MR. STOCKTON,20060920,0
MS. JOHNSON,20060920,0
MR. FISHER,20060920,0.5
MR. STERN,20060920,-0.5
MR. MOSKOW,20060920,0.5
MS. MINEHAN,20060920,-0.5
MR. WILCOX,20060920,0
MS. YELLEN,20060920,-0.5
MR. PLOSSER,20060920,0.5
MR. HOENIG,20060920,0.5
MS. PIANALTO,20060920,-0.5
MR. WARSH,20060920,0.5
MR. KROSZNER,20060920,-0.5
MS. DANKER,20060920,0.5
CHAIRMAN BERNANKE,20061025,0.5
MR. BARRON,20061025,-0.5
VICE CHAIRMAN GEITHNER,20061025,0.5
MR. KOS,20061025,0
GOVERNOR KOHN,20061025,0
MR. STOCKTON,20061025,0
MS. JOHNSON,20061025,0
MS. YELLEN,20061025,-0.5
MR. MOSKOW,20061025,0.5
MR. FISHER,20061025,0.5
MR. PLOSSER,20061025,0.5
MS. PIANALTO,20061025,-0.5
MR. KOHN,20061025,0.5
MS. MINEHAN,20061025,0.5
MR. HOENIG,20061025,0.5
MR. STERN,20061025,0
MR. POOLE,20061025,-0.5
MR. LACKER,20061025,0.5
MS. BIES,20061025,0.5
MR. WARSH,20061025,0.5
MR. KROSZNER,20061025,-0.5
MR. MISHKIN,20061025,-0.5
MR. REINHART,20061025,0
SEVERAL,20061025,0
MS. DANKER,20061025,0.5
CHAIRMAN BERNANKE,20061212,0
MS. MINEHAN,20061212,0.5
MR. KOS,20061212,0
MR. FISHER,20061212,0.5
MS. BIES,20061212,0.5
MR. LACKER,20061212,0.5
MR. POOLE,20061212,-0.5
MR. KOHN,20061212,0.5
MR. STOCKTON,20061212,0
MR. KAMIN,20061212,0
MR. MOSKOW,20061212,0.5
MS. PIANALTO,20061212,-0.5
NAIRU,20061212,0
MR. PLOSSER,20061212,0.5
VICE CHAIRMAN GEITHNER,20061212,0
MS. YELLEN,20061212,0.5
MR. HOENIG,20061212,0.5
MR. BARRON,20061212,-0.5
MR. STERN,20061212,0
MR. WARSH,20061212,0.5
MR. KROSZNER,20061212,0
MR. MISHKIN,20061212,0
MR. MADIGAN,20061212,0
B. CHAIRMAN BERNANKE,20061212,0
MR. WILCOX,20061212,0
C. CHAIRMAN BERNANKE,20061212,0
MS. DANKER,20061212,0.5
CHAIRMAN BERNANKE,20070131,0
MR. DUDLEY,20070131,0
MR. KOHN,20070131,0.5
FOMC. MS. DANKER,20070131,0
MR. POOLE,20070131,0
MS. DANKER,20070131,0
M R. ALVAREZ,20070131,0
M S. DANKER,20070131,0
MR. ALVAREZ,20070131,0
MR. FISHER,20070131,0.5
VICE CHAIRMAN GEITHNER,20070131,0.5
MR. REINHART,20070131,0
MS. JOHNSON,20070131,0
MR. LACKER,20070131,0.5
MR. SLIFMAN,20070131,0
MR. WASCHER,20070131,0
MR. GAGNON,20070131,0
U.S. GDP,20070131,0
MR. STOCKTON,20070131,0
MR. STERN,20070131,0
M R. STERN,20070131,0
MS. MINEHAN,20070131,0.5
M R. GAGNON,20070131,0
M S. MINEHAN,20070131,0
MR. MOSKOW,20070131,0.5
MR. PLOSSER,20070131,0.5
MS. YELLEN,20070131,-0.5
MS. PIANALTO,20070131,0
MR. HOENIG,20070131,-0.5
MR. BARRON,20070131,-0.5
MS. BIES,20070131,0.5
MR. WARSH,20070131,0.5
MR. KROSZNER,20070131,-0.5
MR. MISHKIN,20070131,0.5
C? MR. PLOSSER,20070131,-0.5
B. MR. HOENIG,20070131,0
B. CHAIRMAN BERNANKE,20070131,0
). CHAIRMAN BERNANKE,20070131,0
MR. REIFSCHNEIDER,20070131,0
MR. DOYLE,20070131,0
V ICE CHAIRMAN GEITHNER,20070131,0
CHAIRMAN BERNANKE,20070321,0
MR. DUDLEY,20070321,0
MR. FISHER,20070321,-0.5
MS. MINEHAN,20070321,-0.5
VICE CHAIRMAN GEITHNER,20070321,-0.5
MR. LACKER,20070321,0.5
MR. REINHART,20070321,0
MR. MOSKOW,20070321,0.5
MS. PIANALTO,20070321,-0.5
SPEAKER,20070321,0
MR. STOCKTON,20070321,0
MS. JOHNSON,20070321,0
MR. POOLE,20070321,-0.5
MR. STERN,20070321,0
MS. YELLEN,20070321,-0.5
MR. PLOSSER,20070321,0.5
MR. HOENIG,20070321,0.5
MR. KROSZNER,20070321,-0.5
MR. MISHKIN,20070321,0
MR. LOCKHART,20070321,0
MR. KOHN,20070321,-0.5
MR. WARSH,20070321,0
B. CHAIRMAN BERNANKE,20070321,0
SEVERAL,20070321,0
OTHERS,20070321,0
MS. DANKER,20070321,0.5
CHAIRMAN BERNANKE,20070509,0
MR. DUDLEY,20070509,0
MR. FISHER,20070509,0.5
MR. KOHN,20070509,-0.5
MS. MINEHAN,20070509,0.5
MR. STOCKTON,20070509,0
MS. JOHNSON,20070509,0
MR. MOSKOW,20070509,0.5
MR. POOLE,20070509,-0.5
MR. STERN,20070509,0
MR. PLOSSER,20070509,0.5
MR. REINHART,20070509,-0.5
MS. YELLEN,20070509,-0.5
MR. LACKER,20070509,0.5
MR. LOCKHART,20070509,-0.5
MS. PIANALTO,20070509,0.5
MR. HOENIG,20070509,0.5
VICE CHAIRMAN GEITHNER,20070509,0
MR. WARSH,20070509,0.5
MR. KROSZNER,20070509,-0.5
MR. MISHKIN,20070509,0
SEVERAL,20070509,0
MS. DANKER,20070509,0.5
CHAIRMAN BERNANKE,20070628,0
MS. MINEHAN,20070628,0.5
MR. DUDLEY,20070628,0
VICE CHAIRMAN GEITHNER,20070628,0
MR. KOHN,20070628,0
MR. FISHER,20070628,-0.5
MR. REINHART,20070628,0
MR. LACKER,20070628,0.5
PARTICIPANT,20070628,0
MR. WILCOX,20070628,0
MS. LIANG,20070628,0
MR. LEAHY,20070628,0
MR. LOCKHART,20070628,0
MS. JOHNSON,20070628,0
MR. HOENIG,20070628,0.5
MR. MOSKOW,20070628,0.5
MR. STOCKTON,20070628,0
MR. PLOSSER,20070628,0.5
MR. STERN,20070628,0
M R. KROSZNER,20070628,0
M S. LIANG,20070628,0
MR. KROSZNER,20070628,0
MS. YELLEN,20070628,-0.5
MS. PIANALTO,20070628,0.5
MR. POOLE,20070628,0
MR. WARSH,20070628,0.5
MR. MISHKIN,20070628,0
GOVERNOR KROSZNER,20070628,0
PCE. MR. WILCOX,20070628,0
MR.WILCOX,20070628,0
B. CHAIRMAN BERNANKE,20070628,0
MS. SMITH,20070628,0.5
M R. REINHART,20070628,0
US. MR. REINHART,20070628,0
I? CHAIRMAN BERNANKE,20070628,0
CHAIRMAN BERNANKE,20070807,0
MR. ROSENGREN,20070807,-0.5
MR. MOSKOW,20070807,0.5
PARTICIPANT,20070807,0
MS. SMITH,20070807,0
MR. KOHN,20070807,-0.5
MR. MADIGAN,20070807,-0.5
MR. DUDLEY,20070807,-0.5
(CMBS),20070807,0
MR. POOLE,20070807,0
MR. FISHER,20070807,0.5
MS. JOHNSON,20070807,0
MR. REINHART,20070807,0
MR. WILCOX,20070807,0
MR. LACKER,20070807,0.5
MS. YELLEN,20070807,-0.5
MS. PIANALTO,20070807,-0.5
MR. STERN,20070807,-0.5
MR. HOENIG,20070807,0.5
MR. PLOSSER,20070807,0
MR. LOCKHART,20070807,0.5
MR. MISHKIN,20070807,-0.5
VICE CHAIRMAN GEITHNER,20070807,-0.5
MR. WARSH,20070807,-0.5
MR. KROSZNER,20070807,-0.5
MS. DANKER,20070807,0.5
CHAIRMAN BERNANKE,20070918,-0.5
MR. EVANS,20070918,-0.5
SPEAKER,20070918,0
MR. DUDLEY,20070918,0
MR. PLOSSER,20070918,-0.5
MR. FISHER,20070918,-0.5
MR. STERN,20070918,-0.5
VICE CHAIRMAN GEITHNER,20070918,-0.5
MR. LACKER,20070918,-0.5
MR. MADIGAN,20070918,-0.5
MR. POOLE,20070918,-0.5
MR. STOCKTON,20070918,0
MS. JOHNSON,20070918,0
MR. MISHKIN,20070918,-0.5
MR. KOHN,20070918,-0.5
MR. HOENIG,20070918,-0.5
MS. YELLEN,20070918,-0.5
MR. ROSENGREN,20070918,-0.5
MS. PIANALTO,20070918,-0.5
MR. LOCKHART,20070918,-0.5
MR. WARSH,20070918,-0.5
MR. KROSZNER,20070918,-0.5
MS. DANKER,20070918,0
MR. ALVAREZ,20070918,0
SEVERAL,20070918,0
MS. KRIEGER,20070918,0
OIS. MR. POOLE,20070918,0
CHAIRMAN BERNANKE,20071031,0
MS. JOHNSON,20071031,0
SEVERAL,20071031,0
MR. DUDLEY,20071031,-0.5
MR. KOHN,20071031,-0.5
MR. STOCKTON,20071031,-0.5
MR. SHEETS,20071031,0
MR. MADIGAN,20071031,-0.5
VICE CHAIRMAN GEITHNER,20071031,-0.5
MR. PLOSSER,20071031,0.5
